,act_no,mts_mm_access_count,tot_ivs_te_sgm_cd,trd_tot_vol,cluster
153,65a905759df5aed89abb995398b1f415f3a446457cf42f9de0348692eb0e308d,2,1,0.0,0
154,60303925e2f86005fdd2c1d3f38d9a6b7cbee0e421165c3336624d49c952af6f,6,2,19.022573,0
155,65ecc2cd7c272fc04b36b7630072958ecf6468120cb0e0aded8d94d3192a0ae9,5,1,0.0,0
156,ce9b5b7f872257ae072e175c95e964a21bdc9e0342fe8a6394567d4718f8b42b,6,3,583.0,0
157,816bb31c7a9ed48c9391e8e14e865dcaab6bb1222fe1b10783fc358951dae0ba,1,3,0.0,0
158,e2d11e44b2332cbca195532ebd7b044e76124fd89cd1176773e5a8ed760f570a,2,2,24.0,0
159,78a479df570928b5ca05fdc73a0cfbd45263b6914270d0efc2c4744c42da9566,2,1,0.0,0
160,7419225c23df8324fbcea20c820e678175577848cf3930ab0b227203a2926cf1,4,1,3.0,0
161,4a5bb865b813b5f34a52d62336e38f78400207d877ced9fedb68cec9d5efd7a4,6,2,0.0,0
162,b6c756a8498e3079691f5c6cc43aeb2d14a13513a2c82ea70b21e63e3c1756e5,6,6,6886.0,1
163,5c742071362d84ac52fd6d31c8e8b4be0ef7ef168862f2aac35ea348e4dbf686,6,6,2867.0,1
164,80b03c4f76ab9b09da998973934ad3f33ef1502541346533b1a124d374a55311,5,5,0.0,0
165,cb27f69f407e3fcc7ab1848a8b65813dc1db5b37b9831bd63afd7088c294acdc,6,3,3.0,0
166,63c6a4317ce1eb1ac17f03e5eeb1b5b9423a80f8edb08a5ebc5a9dd9163ca853,6,3,0.0,0
167,46a0fc67413ae01956540e91173094974bbc9a3235163b137e0e9874a36d8932,4,1,0.0,0
168,762a17e0cfab92c11610a59fa7c60fe1ed273e896260cc76c8fd28abec1e09e1,6,1,12.0,0
169,43a46141f1fb6c4f747c5b12c7d2070bfa9e937eae0b79100f5c06b1e06d90c8,6,2,0.0,0
170,ed409b3e5a2e3266e08a9b0480b1d50e09d84b8f6ac70c3316ddb9c72dd96001,6,3,2069.0,0
171,e9ae46abae8364b10a11b0e896e17a1f62b54dfe57716c47e65414a1a812d13d,6,3,41.0,0
172,cac3b1bf2a8a80a3c64e1d9ee489809d1a12300b58b638a52f83df2e09997d54,6,1,1200.0,0
173,8ff565074d90bc784c322e774845b4bca3a0e4243f3913d5800606252904dc19,6,3,155.0,0
174,f4ad1df95923c3ae780a34f108c721dca42457d4fd921c6a0d0800c31d2e0842,6,3,0.0,0
175,db0aaa9c160a01b0e2f85de00684f3fff8a16f02f6819afbabca14226e738cf9,5,1,1.0,0
176,6eadaee6e9af6f35ba9f0af52286d888fd296dd1e2996df8c51665de325c5a60,6,3,486.0,0
177,3a9e91fae4439e258a45a76a2ce1e5e32a0f11466b92557c74324965ad0e68b1,6,3,66.0,0
178,a5835325826012492405daf7f396b7245c76876e3038dcb47eeb2ac0beb02f6e,6,3,811.0,0
179,870236fc6b2e08994cdb8178bd00d10a518cdbdc90feac6cb21d0fef5de3bd7f,3,1,0.0,0
180,6b7634e168c007cb87f56ac7772b554f4d657d6f3c8017e04c1d8caf6d17d275,2,1,0.0,0
181,8cdfdafa2b51e7bb7ad5c5df3e722d7d3b69eb8d4f746bdaa053b9574338c844,2,3,0.0,0
182,00cae0dab37f15d797f9f4481de424d67db35680bcade86d1e21cd1b3583d3ef,2,1,0.0,0
183,2909f1005aa50a2550ce7cb965eabcbac4676117724ed7d4d2080b83e96b4b2c,6,3,540.0,0
184,9a0557a923ba9f9662919e4daab2f1ba570630c5e0a4cc99543aeec018025efb,3,3,0.0,0
185,bd14eef5756d0831a5838757d5acc2a95c72d5b3f9322f057862bc9c7bffa2bd,6,3,0.0,0
186,d9bb03ecf5a1a1a40c1cb26cfb504b6ca6c0d4c6516839114f525ecfc2b068c7,6,3,219.0,0
187,7eb421edbd4303d428cee0129560b1ea207d00c22f93ea6eafc4684b5d70b7a9,6,3,6.0,0
188,44d13c69be3347fe99b5a1145c7f237a8d995f4821abf6bf3a766f6fc8f8ffae,6,3,0.0,0
189,1da4bceeeb42ede69af580da865067e4130d99963465c1cb20b4bb026de692eb,6,3,1503.0,0
190,003b998c70775d3f079d89ed932345ef3276d2a35d93a50bea44904f3078c7ae,6,3,187.0,0
191,fae34d76bc65660ec008344f0b8521fd447d045ec64a2a75190752ecdb0eb260,6,3,0.0,0
192,f45d06e24be712f8f6d4d0bc1a9d459587a0165cb814ae5328828888b7668577,5,3,0.0,0
193,73c7b1efc6f0eca2a86ab3815b2dbd4c4b0fb18e25d6fd36fd92be1c398c8ea8,5,3,0.0,0
194,4736b1efc3945555ad9a4e2f28bc0d8946cd45d0c4b22bb87de6e46e8f30281a,6,2,0.0,0
195,68f611b4fcd91ebbbd5ede8041627964489f1f4f37dfcf3330649cd1abd54438,3,1,10.0,0
196,a9fef10af633da336e9481788991538c048d03dfc75e588e44f525fa434a73bb,6,4,2550.0,0
197,1c37251d8d12053f6c110789f8e954e9b3a1f667032f34ccee458f9bed398c04,6,3,129.0,0
198,eb1d92abe13663e486ff5b3ae96e13edcbfed3421022adf6b74cef91f8112e0a,5,3,868.0,0
199,e0dc8c5f4511f6ed055ac1126cfd91c6129977e35f95c97ee79148ec630040e1,6,3,7375.0,1
200,76f17ebb2db53349b45c182915247910d1baec8770fe621eebd96fa19c844d42,6,3,227.0,0
201,14be71c52f88853633a70baf7d510893b8f9cbef77e57040f658246dc4c6c47d,6,3,0.0,0
202,3d65f75b4de9c7a51878d587b778578ef7dcd1ed8027d2ddd43001efd6cbb3f9,6,3,0.0,0
203,1f907707d06dd042624c5b06f0b82808327963fd74e475e6902732e735e30be9,2,1,1.0,0
204,230e2b38a9925837db8d93915d807b453121d2615bb765849be9c3fde0b5c76b,6,6,0.0,0
205,d228b5089dbf31671a8224d54c1d5e742a5ecc8bff8cf7f26e5e4100eb8c68f7,6,6,20.0,0
206,ce6e1fc5971f5e736930c4d335a405261d14dd822d0e4591c624bb607a700db3,6,1,0.0,0
207,3371962d566d9f16bc74cd86e06d09b06889637165f942404b93cd037038829e,6,4,1338.0,0
208,3ac2688604f07f5d2e72dc4f6709149e607241ff24e3e21f5df5a9a6da3a0dad,6,3,4336.0,1
209,34ef320c233c8f8c7a32db43ac76bb39b4d036fa1c7030cfbdee63ba745dc58d,4,3,178.0,0
210,e575f9a0b3f6413c45c2716c34f3ac6cc8490167c559b578de96f1a498d8aca2,6,3,0.0,0
211,dd03acef2211ea913e031ab46dfefb72e9166221a8bc398f507f305951c59bdc,6,3,17.0,0
212,5d1f3263eca8cbcfb1b48602274405dae6658b88bbe987b01bb92e1f7e50fc13,6,3,284.0,0
213,69061f466fcd89e226d486a1dde51c389d712d721cbab5bb4c9ce175bf24e74a,6,1,35.0,0
214,ca0098b253ef5b4d25330259e1a08bb4ee0faef99cc10bbd8c239f65e8a49057,4,3,0.0,0
215,2419bcd86d7d65e9d74ca656275fb798e7b2fe7e9f50fe3a5608c1895d14f1f7,6,3,1924.0,0
216,76249210104f9d4d19267fe84372d9eb94701895d89f94e5aa7a41fe6f0dc64c,6,2,193.0,0
217,f7221806e95649b9fbcc6c40a0e12d7c434b7cc43b749cdaeb00c94bae0b684c,6,3,0.0,0
218,c9d629f15cf5acf7e101b45909e3792e909e8ad4dda184681f95de2ed6165892,6,1,0.0,0
219,ba5187d17c99eaa559810acc6456f83f6d58dc2930db04ac262c8e58aa5e32dd,3,5,0.0,0
220,52fc975e831a169f0b19576ef92afc76fb87a30c69b53d7646033b40bdae3c8d,6,6,57.0,0
221,94e3e93a02e6ce201a1ac02a9e815c54620f9383ce6c3cb5797ab8ae70f2baec,6,5,280.0,0
222,326521446b7588026a19e2540c0f6dc6c03e8a190870b088edecdc23be1e8d3d,6,3,91.0,0
223,fd039e9d09e30a18fc7c14e3a4e367efde1e3c0eaf49df2bb42579fee54cf277,2,3,0.0,0
224,95342461afe9f3907886e837033ce741f48a9d6a7eecdff52ba76f96871adb5d,5,2,0.0,0
225,202c78b18c0a8ea62d68dd0063e237d5c2d37fbe027d12cb32c8819a6515e665,6,3,485.0,0
226,57444a89a0f3559ada3d92a536a4519da0f44e1ab9651b006e9c02837ec9ea03,6,3,227.0,0
227,41719c682f5313d0e936f1eca1438ba89b80f2003396d30ec33579be45aa1301,6,3,264.0,0
228,23789fcbad711358cfaee468010dc18d9db15f10dfc49cc851abdc35dad1bad8,6,2,1348.0,0
229,75016a61f03d6eec8369c6f629139b0f78b7c3206df265fe39fdeadaaf56a5e6,6,3,258.0,0
230,4fc1799bf48ec8ff77ecee4ef3ceced9121bba8caa549a807d52a46f43704847,6,1,0.0,0
231,c5689c7d292166940dfd2cba5a18a394a6f4fe8d5fc232c80044ac4b9889aa84,6,2,0.0,0
232,9371c53c36911eca5cb87b1138b9a5fcc5a18b67741ebd24971854b867075637,6,2,27.0,0
233,5261354fc3d4d52172ad6688e7cc493f2495bf1431235b5f73634394fc495be8,5,1,0.0,0
234,4e19f80d9c88b222e6b71708ae9d2292674442b29a31c05bb7ade47fa615ae9b,6,3,2.0,0
235,62842cb263e13fe9e6b43f8800dd4d3005b7ab26cb159fbb7547b0cf789dec0a,4,3,0.0,0
236,f984c896c0a02920e12c07f9e3afb0e6d0757fbfc6c698050ba01c1c4b6d484a,6,4,0.0,0
237,1de83b354dd6ebc2f235dbd2647af05e16088f5238cbcfcb19f46e0b546ac0d2,6,4,5053.0,1
238,b0464994209226e8f8a526f763cc836f612680782f0780945134b6e2d1db8428,3,3,0.0,0
239,301b225cac1b24f4dfe420a49518a001f755349141d62507fbb480e2bde9877f,6,3,2550.0,0
240,5707361b6f2beed414011c448c69263074a24b9305e6078ab3b5591df6182c5b,6,3,20.0,0
241,7b0762e0552e674e2fbc4ff1b341df64a374b5013b0d3950c5f35aeacc8744c9,6,3,17.0,0
242,1fabc28ba90a4d8765b403122646a2c78e9a813e80663eff7839858a20b64c19,6,3,2433.0,0
243,9b7f071ff0ae2a3168aee2801c91c59521a0139d3005893df57a184fe65d5d2b,6,3,875.0,0
244,3692104a1c0a9ce0beb202d97df7fb513a2342f409e198ff2eafffed207ea0fe,6,3,0.0,0
245,3388bf8aa1d3898e2300ac8a4b90b6278df956a892d7bc308ac542d42170da46,6,2,261.0,0
246,ad3fa3a0b458baefdd4ac0b5697833b41d7b48b0bea9c7e9861739ca3bdcafb1,2,1,0.0,0
247,893856aa996722d421d147baed11fb2384e0a5034e5d97f2372341af5035e01e,4,1,0.0,0
248,11db92b109b61552b5b71fe5a7fa21c6ec908cb3616e24ac86b585c1b1d826d7,5,6,500.0,0
249,ccd11ac3ba6be9bb551d7e845d80a9b77118a3a0614bd29e61ae436de5983b2c,6,5,0.0,0
250,acbc6dee127d641f28860e052396f6027043cbed0c2402f41d4189e776599a12,6,3,3430.0,1
251,78165330c902918f6674f28c601364f170ccadc574666cbdae4b109d0d0b39f3,6,2,5274.0,1
252,3ab56e3059426433f4ac60ba5a56a97bdd59af70df8909d6de821176b5d11461,6,3,134.0,0
